OBJECT_ID,TOP_TRAFFIC_ACCIDENT_OFFENSE,DRIVER_ACTION
131851,HIT & RUN,LANE VIOLATION
136088,ACCIDENT,FOLLOWED TOO CLOSELY
139017,ACCIDENT,DISREGARD STOP SIGN
131850,HIT & RUN,  
131852,ACCIDENT,OTHER
131853,HIT & RUN,  
139018,ACCIDENT,FAILED TO YIELD ROW
131854,HIT & RUN,FAILED TO STOP AT SIGNAL
131855,ACCIDENT,LANE VIOLATION
131856,HIT & RUN,  
137515,ACCIDENT,CARELESS DRIVING
131857,ACCIDENT,EXCEED SAFE/POSTED SPEED
137516,ACCIDENT,EXCEED SAFE/POSTED SPEED
131858,HIT & RUN,  
139019,ACCIDENT,FAILED TO STOP AT SIGNAL
131859,HIT & RUN,  
137520,HIT & RUN,LANE VIOLATION
132721,HIT & RUN,EXCEED SAFE/POSTED SPEED
131860,ACCIDENT,FOLLOWED TOO CLOSELY
131861,ACCIDENT,FOLLOWED TOO CLOSELY
131862,ACCIDENT,CARELESS DRIVING
131863,ACCIDENT,FOLLOWED TOO CLOSELY
139020,ACCIDENT,OTHER IMPROPER TURNS
131864,ACCIDENT,IMPROPER BACKING
131865,ACCIDENT,CARELESS DRIVING
131866,ACCIDENT,CARELESS DRIVING
132269,ACCIDENT,LANE VIOLATION
132270,ACCIDENT,DISREGARD STOP SIGN
131867,ACCIDENT,FOLLOWED TOO CLOSELY
132271,HIT & RUN,  
133936,ACCIDENT,CARELESS DRIVING
132272,ACCIDENT,FOLLOWED TOO CLOSELY
132273,HIT & RUN,FAILED TO YIELD ROW
132274,ACCIDENT,FAILED TO YIELD ROW
137517,ACCIDENT,EXCEED SAFE/POSTED SPEED
133937,HIT & RUN,CARELESS DRIVING
132275,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
132276,HIT & RUN,  
132277,HIT & RUN,FOLLOWED TOO CLOSELY
132285,HIT & RUN,  
132280,ACCIDENT,FAILED TO YIELD ROW
132278,ACCIDENT,FAILED TO YIELD ROW
132279,ACCIDENT,LANE VIOLATION
132281,ACCIDENT,LANE VIOLATION
133938,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
132282,ACCIDENT,LANE VIOLATION
132283,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
132284,ACCIDENT,IMPROPER TURN
132286,ACCIDENT,FAILED TO STOP AT SIGNAL
132287,ACCIDENT,FAILED TO STOP AT SIGNAL
133939,ACCIDENT,OTHER
132288,ACCIDENT,OTHER
132289,ACCIDENT,FAILED TO STOP AT SIGNAL
132290,ACCIDENT,CARELESS DRIVING
132291,ACCIDENT,OTHER
133940,ACCIDENT,OTHER
132293,ACCIDENT,IMPROPER TURN
136089,ACCIDENT,FAILED TO YIELD ROW
132294,HIT & RUN,DISREGARD STOP SIGN
132697,ACCIDENT,FAILED TO YIELD ROW
132702,ACCIDENT,FAILED TO YIELD ROW
132698,ACCIDENT,OTHER
132699,ACCIDENT,LANE VIOLATION
132700,HIT & RUN,CARELESS DRIVING
135980,HIT & RUN,OTHER
132703,HIT & RUN,CARELESS DRIVING
132704,HIT & RUN,CARELESS DRIVING
132705,HIT & RUN,CARELESS DRIVING
135981,ACCIDENT,LANE VIOLATION
132706,ACCIDENT,FOLLOWED TOO CLOSELY
132707,ACCIDENT,CARELESS DRIVING
132708,ACCIDENT,IMPROPER BACKING
132709,ACCIDENT,FAILED TO YIELD ROW
132710,HIT & RUN,CARELESS DRIVING
132711,ACCIDENT,CARELESS DRIVING
132715,HIT & RUN,EXCEED SAFE/POSTED SPEED
135982,HIT & RUN,CARELESS DRIVING
133587,HIT & RUN,OTHER
132712,ACCIDENT,OTHER
132713,HIT & RUN,OTHER
132716,ACCIDENT,LANE VIOLATION
135983,HIT & RUN,EXCEED SAFE/POSTED SPEED
132717,ACCIDENT,FAILED TO STOP AT SIGNAL
132718,ACCIDENT,FOLLOWED TOO CLOSELY
135608,ACCIDENT,CARELESS DRIVING
132719,ACCIDENT,OTHER
132720,ACCIDENT,OTHER
135984,ACCIDENT,FAILED TO STOP AT SIGNAL
132723,HIT & RUN,OTHER
133126,ACCIDENT,FAILED TO STOP AT SIGNAL
133127,ACCIDENT,FAILED TO YIELD ROW
133567,HIT & RUN,FAILED TO STOP AT SIGNAL
133128,ACCIDENT,OTHER
133129,HIT & RUN,  
133130,HIT & RUN,CARELESS DRIVING
133569,HIT & RUN,CARELESS DRIVING
137518,HIT & RUN,  
133131,ACCIDENT,CARELESS DRIVING
137157,ACCIDENT,CARELESS DRIVING
133132,HIT & RUN,CARELESS DRIVING
133134,ACCIDENT,FOLLOWED TOO CLOSELY
133135,ACCIDENT,FAILED TO YIELD ROW
133136,ACCIDENT,OTHER
137158,ACCIDENT,EXCEED SAFE/POSTED SPEED
133133,ACCIDENT,CARELESS DRIVING
133137,HIT & RUN,CARELESS DRIVING
133139,ACCIDENT,FAILED TO YIELD ROW
133140,ACCIDENT,FOLLOWED TOO CLOSELY
133141,ACCIDENT,FAILED TO STOP AT SIGNAL
137159,ACCIDENT,OTHER
133143,ACCIDENT,FAILED TO YIELD ROW
133144,ACCIDENT,FAILED TO YIELD ROW
133145,ACCIDENT,FAILED TO YIELD ROW
133146,HIT & RUN,FOLLOWED TOO CLOSELY
137160,ACCIDENT,CARELESS DRIVING
133147,HIT & RUN,  
133149,ACCIDENT,FOLLOWED TOO CLOSELY
133148,ACCIDENT,FAILED TO STOP AT SIGNAL
133150,ACCIDENT,FOLLOWED TOO CLOSELY
133151,ACCIDENT,CARELESS DRIVING
137534,HIT & RUN,CARELESS DRIVING
133566,ACCIDENT,FOLLOWED TOO CLOSELY
136090,ACCIDENT,FOLLOWED TOO CLOSELY
138729,ACCIDENT,FOLLOWED TOO CLOSELY
133568,HIT & RUN,CARELESS DRIVING
133570,ACCIDENT,LANE VIOLATION
133572,ACCIDENT,CARELESS DRIVING
138730,ACCIDENT,FOLLOWED TOO CLOSELY
133573,ACCIDENT,  
133575,ACCIDENT,FOLLOWED TOO CLOSELY
133576,HIT & RUN,CARELESS DRIVING
133577,ACCIDENT,IMPROPER TURN
138731,HIT & RUN,  
133580,ACCIDENT,CARELESS DRIVING
133578,HIT & RUN,IMPROPER PASSING ON RIGHT
133579,ACCIDENT,FOLLOWED TOO CLOSELY
133581,ACCIDENT,FAILED TO YIELD ROW
127554,HIT & RUN,CARELESS DRIVING
133583,ACCIDENT,OTHER
133582,ACCIDENT,IMPROPER TURN
138732,ACCIDENT,FAILED TO YIELD ROW
133584,ACCIDENT,CARELESS DRIVING
133585,ACCIDENT,CARELESS DRIVING
133586,ACCIDENT,FAILED TO YIELD ROW
138733,ACCIDENT,CARELESS DRIVING
127106,HIT & RUN,IMPROPER BACKING
133588,HIT & RUN,CARELESS DRIVING
133589,ACCIDENT,DISREGARD STOP SIGN
133590,HIT & RUN,FOLLOWED TOO CLOSELY
136999,HIT & RUN,  
127105,ACCIDENT,LANE VIOLATION
127107,ACCIDENT,OTHER
127108,HIT & RUN,CARELESS DRIVING
127109,DUI/DUID,CARELESS DRIVING
127110,SBI,  
127114,HIT & RUN,  
127111,HIT & RUN,OTHER
127112,HIT & RUN,LANE VIOLATION
127115,HIT & RUN,  
137000,HIT & RUN,CARELESS DRIVING
127113,DUI/DUID,CARELESS DRIVING
136091,ACCIDENT,CARELESS DRIVING
137001,ACCIDENT,CARELESS DRIVING
127131,HIT & RUN,FOLLOWED TOO CLOSELY
127116,HIT & RUN,CARELESS DRIVING
127117,ACCIDENT,CARELESS DRIVING
127118,ACCIDENT,FOLLOWED TOO CLOSELY
127119,ACCIDENT,IMPROPER TURN
127120,ACCIDENT,OTHER
127121,ACCIDENT,LANE VIOLATION
127122,ACCIDENT,CARELESS DRIVING
127123,ACCIDENT,CARELESS DRIVING
127124,ACCIDENT,  
137002,ACCIDENT,LANE VIOLATION
127125,ACCIDENT,FOLLOWED TOO CLOSELY
127126,HIT & RUN,TURNED FROM WRONG LANE OR POSITION
127127,ACCIDENT,FOLLOWED TOO CLOSELY
137003,HIT & RUN,CARELESS DRIVING
127128,HIT & RUN,OTHER
127129,SBI,FAILED TO YIELD ROW
127130,HIT & RUN,FOLLOWED TOO CLOSELY
127546,ACCIDENT,OTHER
127547,ACCIDENT,LANE VIOLATION
127548,ACCIDENT,FOLLOWED TOO CLOSELY
127549,ACCIDENT,FAILED TO YIELD ROW
127550,HIT & RUN,FOLLOWED TOO CLOSELY
127551,ACCIDENT,CARELESS DRIVING
127552,ACCIDENT,FAILED TO YIELD ROW
138568,HIT & RUN,IMPROPER BACKING
127557,ACCIDENT,  
127553,HIT & RUN,LANE VIOLATION
127555,ACCIDENT,LANE VIOLATION
127556,ACCIDENT,IMPROPER BACKING
138569,HIT & RUN,CARELESS DRIVING
127558,ACCIDENT,LANE VIOLATION
127560,HIT & RUN,CARELESS DRIVING
127559,HIT & RUN,CARELESS DRIVING
127561,HIT & RUN,CARELESS DRIVING
127562,ACCIDENT,FAILED TO YIELD ROW
138570,ACCIDENT,RECKLESS DRIVING
127563,DUI/DUID,CARELESS DRIVING
127564,SBI,RECKLESS DRIVING
137831,ACCIDENT,  
127566,SBI,CARELESS DRIVING
138571,HIT & RUN,  
127567,ACCIDENT,FAILED TO YIELD ROW
127568,DUI/DUID,CARELESS DRIVING
127569,POLICE,FAILED TO YIELD ROW
128010,HIT & RUN,  
127570,DUI/DUID,CARELESS DRIVING
127571,HIT & RUN,  
127992,HIT & RUN,OTHER
127572,ACCIDENT,FOLLOWED TOO CLOSELY
127573,ACCIDENT,IMPROPER BACKING
138572,HIT & RUN,CARELESS DRIVING
127991,ACCIDENT,FAILED TO STOP AT SIGNAL
135609,ACCIDENT,CARELESS DRIVING
127993,ACCIDENT,OTHER
139769,ACCIDENT,CARELESS DRIVING
127994,ACCIDENT,FAILED TO YIELD ROW
127995,ACCIDENT,FAILED TO STOP AT SIGNAL
127996,ACCIDENT,EXCEED SAFE/POSTED SPEED
127997,HIT & RUN,  
137522,ACCIDENT,CARELESS DRIVING
139770,ACCIDENT,CARELESS DRIVING
127998,HIT & RUN,IMPROPER TURN
128000,ACCIDENT,CARELESS DRIVING
128001,ACCIDENT,FOLLOWED TOO CLOSELY
128002,POLICE,FAILED TO YIELD ROW
133873,ACCIDENT,FOLLOWED TOO CLOSELY
128005,HIT & RUN,OTHER
128003,ACCIDENT,LANE VIOLATION
128008,HIT & RUN,CARELESS DRIVING
128004,ACCIDENT,RECKLESS DRIVING
128006,HIT & RUN,CARELESS DRIVING
133874,ACCIDENT,CARELESS DRIVING
128009,HIT & RUN,CARELESS DRIVING
128007,ACCIDENT,CARELESS DRIVING
134047,HIT & RUN,CARELESS DRIVING
128013,HIT & RUN,OTHER
133875,DUI/DUID,CARELESS DRIVING
128012,ACCIDENT,FAILED TO YIELD ROW
128011,ACCIDENT,FAILED TO YIELD ROW
128014,ACCIDENT,LANE VIOLATION
128017,HIT & RUN,  
128015,HIT & RUN,FOLLOWED TOO CLOSELY
128016,ACCIDENT,CARELESS DRIVING
133876,ACCIDENT,  
128430,HIT & RUN,IMPROPER BACKING
128018,HIT & RUN,CARELESS DRIVING
128431,HIT & RUN,RECKLESS DRIVING
135058,HIT & RUN,  
128432,DUI/DUID,CARELESS DRIVING
128433,ACCIDENT,EXCEED SAFE/POSTED SPEED
128434,DUI/DUID,RECKLESS DRIVING
128437,HIT & RUN,CARELESS DRIVING
128455,HIT & RUN,OTHER
128435,ACCIDENT,FOLLOWED TOO CLOSELY
128436,ACCIDENT,CARELESS DRIVING
135059,ACCIDENT,LANE VIOLATION
128438,ACCIDENT,FOLLOWED TOO CLOSELY
128439,ACCIDENT,IMPROPER BACKING
128440,ACCIDENT,CARELESS DRIVING
128441,HIT & RUN,LANE VIOLATION
135060,ACCIDENT,LANE VIOLATION
128442,ACCIDENT,FAILED TO YIELD ROW
128443,ACCIDENT,  
128444,ACCIDENT,FOLLOWED TOO CLOSELY
128446,ACCIDENT,CARELESS DRIVING
135061,ACCIDENT,FOLLOWED TOO CLOSELY
128448,ACCIDENT,OTHER
128449,ACCIDENT,FOLLOWED TOO CLOSELY
128450,ACCIDENT,LANE VIOLATION
128451,HIT & RUN,CARELESS DRIVING
131450,HIT & RUN,IMPROPER BACKING
128445,ACCIDENT,LANE VIOLATION
128452,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
135062,ACCIDENT,FOLLOWED TOO CLOSELY
128453,ACCIDENT,CARELESS DRIVING
128454,HIT & RUN,CARELESS DRIVING
128456,ACCIDENT,CARELESS DRIVING
128879,HIT & RUN,FOLLOWED TOO CLOSELY
135063,HIT & RUN,CARELESS DRIVING
128860,ACCIDENT,CARELESS DRIVING
128861,ACCIDENT,FOLLOWED TOO CLOSELY
128863,ACCIDENT,CARELESS DRIVING
136093,ACCIDENT,LANE VIOLATION
128864,HIT & RUN,FAILED TO STOP AT SIGNAL
128865,ACCIDENT,FOLLOWED TOO CLOSELY
136236,ACCIDENT,OTHER
128867,ACCIDENT,FAILED TO YIELD ROW
128868,ACCIDENT,CARELESS DRIVING
128869,ACCIDENT,FOLLOWED TOO CLOSELY
128870,ACCIDENT,LANE VIOLATION
128877,HIT & RUN,  
136237,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
128871,ACCIDENT,FAILED TO STOP AT SIGNAL
128875,ACCIDENT,FOLLOWED TOO CLOSELY
128872,ACCIDENT,OTHER IMPROPER TURNS
128874,ACCIDENT,FAILED TO YIELD ROW
128876,ACCIDENT,CARELESS DRIVING
136238,ACCIDENT,FOLLOWED TOO CLOSELY
136239,ACCIDENT,CARELESS DRIVING
128878,ACCIDENT,LANE VIOLATION
128880,ACCIDENT,LANE VIOLATION
138608,HIT & RUN,  
128883,ACCIDENT,FOLLOWED TOO CLOSELY
129300,ACCIDENT,FOLLOWED TOO CLOSELY
128882,ACCIDENT,FAILED TO YIELD ROW
128881,HIT & RUN,LANE VIOLATION
128884,ACCIDENT,IMPROPER TURN
128886,ACCIDENT,FAILED TO STOP AT SIGNAL
128885,ACCIDENT,FOLLOWED TOO CLOSELY
129288,ACCIDENT,OTHER
129305,HIT & RUN,CARELESS DRIVING
129289,ACCIDENT,OTHER
129290,ACCIDENT,FOLLOWED TOO CLOSELY
129291,HIT & RUN,FAILED TO YIELD ROW
137417,ACCIDENT,OTHER
129292,ACCIDENT,FOLLOWED TOO CLOSELY
129293,ACCIDENT,FOLLOWED TOO CLOSELY
129294,HIT & RUN,FOLLOWED TOO CLOSELY
129295,ACCIDENT,FAILED TO YIELD ROW
129297,ACCIDENT,CARELESS DRIVING
129296,ACCIDENT,CARELESS DRIVING
137418,ACCIDENT,FAILED TO YIELD ROW
129298,ACCIDENT,FOLLOWED TOO CLOSELY
129299,ACCIDENT,FAILED TO YIELD ROW
129301,ACCIDENT,FOLLOWED TOO CLOSELY
129312,ACCIDENT,CARELESS DRIVING
129302,ACCIDENT,FOLLOWED TOO CLOSELY
137419,ACCIDENT,FAILED TO STOP AT SIGNAL
129303,ACCIDENT,FOLLOWED TOO CLOSELY
129304,HIT & RUN,  
129307,HIT & RUN,LANE VIOLATION
129306,ACCIDENT,  
135334,HIT & RUN,OTHER
137420,ACCIDENT,CARELESS DRIVING
129308,ACCIDENT,LANE VIOLATION
129310,HIT & RUN,CARELESS DRIVING
129309,DUI/DUID,CARELESS DRIVING
129311,ACCIDENT,FAILED TO STOP AT SIGNAL
137421,ACCIDENT,LANE VIOLATION
129313,HIT & RUN,FOLLOWED TOO CLOSELY
129714,ACCIDENT,FOLLOWED TOO CLOSELY
129715,ACCIDENT,OTHER
129716,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
137523,ACCIDENT,CARELESS DRIVING
129718,ACCIDENT,FAILED TO STOP AT SIGNAL
129719,ACCIDENT,CARELESS DRIVING
135335,ACCIDENT,FAILED TO STOP AT SIGNAL
129720,ACCIDENT,FOLLOWED TOO CLOSELY
129721,ACCIDENT,FOLLOWED TOO CLOSELY
129722,SBI,FAILED TO YIELD ROW
138609,HIT & RUN,CARELESS DRIVING
129723,HIT & RUN,FOLLOWED TOO CLOSELY
129724,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
129725,ACCIDENT,FOLLOWED TOO CLOSELY
129726,ACCIDENT,FOLLOWED TOO CLOSELY
129727,ACCIDENT,FAILED TO YIELD ROW
138610,ACCIDENT,FAILED TO YIELD ROW
129728,ACCIDENT,CARELESS DRIVING
129729,ACCIDENT,IMPROPER BACKING
137524,ACCIDENT,OTHER
131016,HIT & RUN,OTHER
138983,HIT & RUN,CARELESS DRIVING
129730,ACCIDENT,CARELESS DRIVING
129731,ACCIDENT,CARELESS DRIVING
129732,ACCIDENT,CARELESS DRIVING
129733,ACCIDENT,CARELESS DRIVING
131020,HIT & RUN,CARELESS DRIVING
129734,ACCIDENT,LANE VIOLATION
129735,ACCIDENT,FOLLOWED TOO CLOSELY
129736,ACCIDENT,FOLLOWED TOO CLOSELY
129737,ACCIDENT,FOLLOWED TOO CLOSELY
129738,ACCIDENT,LANE VIOLATION
130146,ACCIDENT,FOLLOWED TOO CLOSELY
129739,HIT & RUN,  
130147,ACCIDENT,FAILED TO YIELD ROW
130148,ACCIDENT,FOLLOWED TOO CLOSELY
130150,ACCIDENT,FAILED TO YIELD ROW
138984,ACCIDENT,CARELESS DRIVING
130151,ACCIDENT,CARELESS DRIVING
130152,ACCIDENT,FOLLOWED TOO CLOSELY
133901,ACCIDENT,DISREGARD STOP SIGN
130153,ACCIDENT,FOLLOWED TOO CLOSELY
130154,ACCIDENT,FOLLOWED TOO CLOSELY
130155,HIT & RUN,CARELESS DRIVING
130156,ACCIDENT,FOLLOWED TOO CLOSELY
130157,ACCIDENT,OTHER
133902,ACCIDENT,FAILED TO YIELD ROW
130158,ACCIDENT,FAILED TO STOP AT SIGNAL
130159,HIT & RUN,CARELESS DRIVING
130160,HIT & RUN,OTHER
130161,HIT & RUN,  
130162,ACCIDENT,FAILED TO YIELD ROW
133903,ACCIDENT,CARELESS DRIVING
130163,HIT & RUN,  
130164,ACCIDENT,OTHER
130165,HIT & RUN,FOLLOWED TOO CLOSELY
130166,ACCIDENT,FAILED TO YIELD ROW
130167,ACCIDENT,OTHER
133904,ACCIDENT,FOLLOWED TOO CLOSELY
130168,ACCIDENT,IMPROPER TURN
130169,ACCIDENT,IMPROPER BACKING
130170,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
130171,ACCIDENT,FOLLOWED TOO CLOSELY
130172,ACCIDENT,FOLLOWED TOO CLOSELY
133905,ACCIDENT,OTHER
132299,HIT & RUN,  
136644,HIT & RUN,DISREGARD STOP SIGN
130583,ACCIDENT,FAILED TO YIELD ROW
130584,ACCIDENT,LANE VIOLATION
130585,ACCIDENT,LANE VIOLATION
130586,ACCIDENT,IMPROPER BACKING
130587,ACCIDENT,FOLLOWED TOO CLOSELY
135091,ACCIDENT,OTHER
130588,ACCIDENT,LANE VIOLATION
130589,POLICE,OTHER IMPROPER TURNS
130591,ACCIDENT,CARELESS DRIVING
130592,HIT & RUN,CARELESS DRIVING
135092,HIT & RUN,RECKLESS DRIVING
130593,ACCIDENT,FAILED TO YIELD ROW
130594,ACCIDENT,LANE VIOLATION
135094,HIT & RUN,CARELESS DRIVING
130595,ACCIDENT,LANE VIOLATION
130582,HIT & RUN,IMPROPER BACKING
130596,ACCIDENT,OTHER
135093,ACCIDENT,FOLLOWED TOO CLOSELY
130598,ACCIDENT,CARELESS DRIVING
130599,ACCIDENT,FOLLOWED TOO CLOSELY
130600,ACCIDENT,FOLLOWED TOO CLOSELY
130607,HIT & RUN,FOLLOWED TOO CLOSELY
130601,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
131023,HIT & RUN,IMPROPER TURN
130602,ACCIDENT,OTHER
130603,ACCIDENT,LANE VIOLATION
130605,ACCIDENT,CARELESS DRIVING
130604,ACCIDENT,CARELESS DRIVING
130606,ACCIDENT,DISREGARD STOP SIGN
135095,ACCIDENT,DISREGARD STOP SIGN
131011,ACCIDENT,FAILED TO YIELD ROW
131012,ACCIDENT,FOLLOWED TOO CLOSELY
131013,ACCIDENT,CARELESS DRIVING
131019,HIT & RUN,CARELESS DRIVING
131014,ACCIDENT,FOLLOWED TOO CLOSELY
131015,ACCIDENT,IMPROPER BACKING
131017,ACCIDENT,IMPROPER BACKING
131018,ACCIDENT,OTHER IMPROPER TURNS
131022,ACCIDENT,FAILED TO YIELD ROW
131021,ACCIDENT,OTHER
131037,ACCIDENT,  
131024,ACCIDENT,FAILED TO YIELD ROW
131025,ACCIDENT,CARELESS DRIVING
131026,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
131027,POLICE,CARELESS DRIVING
131448,HIT & RUN,CARELESS DRIVING
131028,ACCIDENT,  
131029,HIT & RUN,IMPROPER BACKING
131030,ACCIDENT,CARELESS DRIVING
136645,ACCIDENT,SIGNALING VIOLATION
131031,SBI,FAILED TO YIELD ROW
131033,DUI/DUID,IMPROPER TURN
131034,ACCIDENT,LANE VIOLATION
131447,DUI/DUID,  
133178,HIT & RUN,  
131035,ACCIDENT,IMPROPER TURN
131036,HIT & RUN,IMPROPER BACKING
136646,ACCIDENT,FOLLOWED TOO CLOSELY
135336,ACCIDENT,FOLLOWED TOO CLOSELY
131440,SBI,RECKLESS DRIVING
131442,ACCIDENT,FOLLOWED TOO CLOSELY
131444,HIT & RUN,  
131443,ACCIDENT,FOLLOWED TOO CLOSELY
131445,ACCIDENT,FOLLOWED TOO CLOSELY
131446,ACCIDENT,CARELESS DRIVING
131449,ACCIDENT,FAILED TO YIELD ROW
131451,ACCIDENT,DISREGARDED OTHER DEVICE
131452,ACCIDENT,FOLLOWED TOO CLOSELY
131453,ACCIDENT,FAILED TO YIELD ROW
131454,ACCIDENT,FAILED TO YIELD ROW
131455,ACCIDENT,FOLLOWED TOO CLOSELY
139021,ACCIDENT,FOLLOWED TOO CLOSELY
137832,HIT & RUN,FOLLOWED TOO CLOSELY
131456,ACCIDENT,FAILED TO STOP AT SIGNAL
131457,ACCIDENT,IMPROPER TURN
131458,HIT & RUN,  
131459,HIT & RUN,FOLLOWED TOO CLOSELY
131460,ACCIDENT,FAILED TO YIELD ROW
137833,ACCIDENT,FOLLOWED TOO CLOSELY
131461,ACCIDENT,FOLLOWED TOO CLOSELY
131462,HIT & RUN,  
131463,ACCIDENT,FAILED TO YIELD ROW
131465,ACCIDENT,FAILED TO YIELD ROW
137834,ACCIDENT,FAILED TO YIELD ROW
131466,HIT & RUN,FOLLOWED TOO CLOSELY
131868,ACCIDENT,IMPROPER TURN
131869,ACCIDENT,LANE VIOLATION
131870,ACCIDENT,OTHER
131871,ACCIDENT,FAILED TO STOP AT SIGNAL
137525,ACCIDENT,FAILED TO YIELD ROW
131872,ACCIDENT,CARELESS DRIVING
131877,ACCIDENT,LANE VIOLATION
131873,HIT & RUN,  
131874,SBI,  
131881,HIT & RUN,  
131875,ACCIDENT,OTHER
131876,ACCIDENT,OTHER
139022,HIT & RUN,OTHER IMPROPER TURNS
131878,HIT & RUN,  
131879,ACCIDENT,CARELESS DRIVING
131880,HIT & RUN,  
131882,HIT & RUN,  
139023,ACCIDENT,FOLLOWED TOO CLOSELY
131886,ACCIDENT,FOLLOWED TOO CLOSELY
131884,ACCIDENT,LANE VIOLATION
131883,ACCIDENT,FAILED TO YIELD ROW
131885,SBI,FAILED TO YIELD ROW
131887,ACCIDENT,CARELESS DRIVING
139024,ACCIDENT,FOLLOWED TOO CLOSELY
133177,HIT & RUN,IMPROPER BACKING
131888,ACCIDENT,FOLLOWED TOO CLOSELY
131889,ACCIDENT,FOLLOWED TOO CLOSELY
131890,ACCIDENT,FOLLOWED TOO CLOSELY
132300,HIT & RUN,CARELESS DRIVING
132748,HIT & RUN,  
131891,ACCIDENT,OTHER
136095,ACCIDENT,FOLLOWED TOO CLOSELY
132316,HIT & RUN,CARELESS DRIVING
131892,ACCIDENT,FAILED TO YIELD ROW
131893,ACCIDENT,FAILED TO STOP AT SIGNAL
131894,HIT & RUN,CARELESS DRIVING
132295,HIT & RUN,IMPROPER BACKING
132296,HIT & RUN,IMPROPER BACKING
132298,ACCIDENT,FOLLOWED TOO CLOSELY
133599,HIT & RUN,CARELESS DRIVING
132740,HIT & RUN,  
133941,ACCIDENT,OTHER
132301,ACCIDENT,FOLLOWED TOO CLOSELY
132302,HIT & RUN,EXCEED SAFE/POSTED SPEED
132304,ACCIDENT,FOLLOWED TOO CLOSELY
132305,ACCIDENT,CARELESS DRIVING
133942,ACCIDENT,FAILED TO STOP AT SIGNAL
132306,ACCIDENT,FOLLOWED TOO CLOSELY
132319,HIT & RUN,  
132307,ACCIDENT,FOLLOWED TOO CLOSELY
132308,ACCIDENT,FOLLOWED TOO CLOSELY
132309,ACCIDENT,FAILED TO YIELD ROW
132310,ACCIDENT,OTHER
133943,ACCIDENT,FOLLOWED TOO CLOSELY
132311,ACCIDENT,FAILED TO YIELD ROW
132312,ACCIDENT,FOLLOWED TOO CLOSELY
132736,ACCIDENT,FAILED TO YIELD ROW
132313,ACCIDENT,CARELESS DRIVING
132314,ACCIDENT,FOLLOWED TOO CLOSELY
132315,ACCIDENT,CARELESS DRIVING
135985,HIT & RUN,LANE VIOLATION
132317,ACCIDENT,FOLLOWED TOO CLOSELY
132318,ACCIDENT,LANE VIOLATION
133161,HIT & RUN,CARELESS DRIVING
132320,ACCIDENT,IMPROPER TURN
132724,ACCIDENT,OTHER
134313,ACCIDENT,RECKLESS DRIVING
132321,ACCIDENT,FOLLOWED TOO CLOSELY
132738,HIT & RUN,LANE VIOLATION
132727,HIT & RUN,LANE VIOLATION
132725,ACCIDENT,FAILED TO YIELD ROW
132726,ACCIDENT,LANE VIOLATION
132728,ACCIDENT,CARELESS DRIVING
135337,POLICE,IMPROPER BACKING
132737,HIT & RUN,FOLLOWED TOO CLOSELY
132730,ACCIDENT,CARELESS DRIVING
132731,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
135986,HIT & RUN,FOLLOWED TOO CLOSELY
132732,ACCIDENT,FAILED TO YIELD ROW
132734,ACCIDENT,FOLLOWED TOO CLOSELY
133595,HIT & RUN,  
132733,ACCIDENT,OTHER
132735,ACCIDENT,FOLLOWED TOO CLOSELY
135987,HIT & RUN,  
132739,ACCIDENT,FOLLOWED TOO CLOSELY
132741,HIT & RUN,OTHER
132729,ACCIDENT,LANE VIOLATION
135988,ACCIDENT,FOLLOWED TOO CLOSELY
132744,ACCIDENT,  
132745,ACCIDENT,CARELESS DRIVING
132742,ACCIDENT,FOLLOWED TOO CLOSELY
132746,ACCIDENT,FOLLOWED TOO CLOSELY
132747,ACCIDENT,FOLLOWED TOO CLOSELY
135989,ACCIDENT,LANE VIOLATION
132749,ACCIDENT,FAILED TO STOP AT SIGNAL
133153,HIT & RUN,FAILED TO YIELD ROW
132750,HIT & RUN,CARELESS DRIVING
133154,ACCIDENT,LANE VIOLATION
133155,HIT & RUN,IMPROPER PASSING ON LEFT
133156,SBI,FAILED TO STOP AT SIGNAL
133157,ACCIDENT,FOLLOWED TOO CLOSELY
133158,HIT & RUN,CARELESS DRIVING
133160,HIT & RUN,  
137535,DUI/DUID,CARELESS DRIVING
133162,HIT & RUN,LANE VIOLATION
133163,HIT & RUN,  
133164,HIT & RUN,CARELESS DRIVING
133165,DUI/DUID,CARELESS DRIVING
133598,HIT & RUN,  
137536,ACCIDENT,OTHER
139011,ACCIDENT,LANE VIOLATION
133167,ACCIDENT,OTHER
133166,DUI/DUID,CARELESS DRIVING
133171,HIT & RUN,CARELESS DRIVING
133168,HIT & RUN,  
133169,HIT & RUN,OTHER
137538,ACCIDENT,FOLLOWED TOO CLOSELY
137537,ACCIDENT,FAILED TO STOP AT SIGNAL
133170,ACCIDENT,LANE VIOLATION
