OBJECT_ID,TOP_TRAFFIC_ACCIDENT_OFFENSE,DRIVER_ACTION
79975,ACCIDENT,CARELESS DRIVING
92715,HIT & RUN,FAILED TO YIELD ROW
79976,HIT & RUN,OTHER
92248,HIT & RUN,IMPROPER BACKING
79977,ACCIDENT,FAILED TO STOP AT SIGNAL
79978,ACCIDENT,FAILED TO STOP AT SIGNAL
92249,ACCIDENT,  
92250,HIT & RUN,CARELESS DRIVING
78364,HIT & RUN,CARELESS DRIVING
79979,ACCIDENT,FOLLOWED TOO CLOSELY
79981,ACCIDENT,IMPROPER TURN
79982,ACCIDENT,OTHER
79983,ACCIDENT,FAILED TO YIELD ROW
79980,ACCIDENT,  
79984,ACCIDENT,LANE VIOLATION
78365,ACCIDENT,LANE VIOLATION
92515,ACCIDENT,FAILED TO STOP AT SIGNAL
78366,ACCIDENT,OTHER
78368,ACCIDENT,FAILED TO YIELD ROW
78369,ACCIDENT,FOLLOWED TOO CLOSELY
92516,ACCIDENT,FAILED TO YIELD ROW
94904,ACCIDENT,FOLLOWED TOO CLOSELY
78370,ACCIDENT,OTHER
78372,ACCIDENT,FAILED TO YIELD ROW
78371,ACCIDENT,CARELESS DRIVING
78373,HIT & RUN,CARELESS DRIVING
78375,ACCIDENT,LANE VIOLATION
92517,ACCIDENT,FAILED TO YIELD ROW
78376,ACCIDENT,FOLLOWED TOO CLOSELY
78378,HIT & RUN,FAILED TO YIELD ROW
92518,ACCIDENT,IMPROPER BACKING
78379,ACCIDENT,FOLLOWED TOO CLOSELY
78380,ACCIDENT,CARELESS DRIVING
78381,ACCIDENT,FOLLOWED TOO CLOSELY
78382,ACCIDENT,FOLLOWED TOO CLOSELY
78383,ACCIDENT,DISREGARD STOP SIGN
78384,ACCIDENT,LANE VIOLATION
92519,ACCIDENT,CARELESS DRIVING
78385,ACCIDENT,CARELESS DRIVING
78387,HIT & RUN,  
78386,ACCIDENT,OTHER
78388,HIT & RUN,LANE VIOLATION
91388,ACCIDENT,LANE VIOLATION
78389,ACCIDENT,FOLLOWED TOO CLOSELY
78471,ACCIDENT,FAILED TO YIELD ROW
78472,ACCIDENT,LANE VIOLATION
78473,HIT & RUN,OTHER
78474,ACCIDENT,FOLLOWED TOO CLOSELY
92605,ACCIDENT,FOLLOWED TOO CLOSELY
78475,ACCIDENT,FOLLOWED TOO CLOSELY
78484,ACCIDENT,SIGNALING VIOLATION
78476,SBI,CARELESS DRIVING
78477,ACCIDENT,FAILED TO STOP AT SIGNAL
78480,HIT & RUN,FAILED TO YIELD ROW
78478,ACCIDENT,FAILED TO YIELD ROW
92606,ACCIDENT,DISREGARD STOP SIGN
78481,ACCIDENT,FOLLOWED TOO CLOSELY
78482,HIT & RUN,CARELESS DRIVING
78483,ACCIDENT,CARELESS DRIVING
78485,ACCIDENT,FAILED TO YIELD ROW
92607,ACCIDENT,LANE VIOLATION
78486,ACCIDENT,FAILED TO YIELD ROW
78488,ACCIDENT,LANE VIOLATION
78490,HIT & RUN,CARELESS DRIVING
78489,ACCIDENT,OTHER
92608,ACCIDENT,DISREGARD STOP SIGN
78491,ACCIDENT,LANE VIOLATION
78492,ACCIDENT,FAILED TO YIELD ROW
78493,HIT & RUN,OTHER
78494,HIT & RUN,CARELESS DRIVING
78580,POLICE,OTHER
92609,ACCIDENT,OTHER
78495,HIT & RUN,IMPROPER BACKING
78496,ACCIDENT,FAILED TO YIELD ROW
78497,HIT & RUN,  
78579,ACCIDENT,  
78581,HIT & RUN,CARELESS DRIVING
78582,DUI/DUID,CARELESS DRIVING
78583,ACCIDENT,CARELESS DRIVING
94905,HIT & RUN,CARELESS DRIVING
78584,DUI/DUID,CARELESS DRIVING
78585,HIT & RUN,IMPROPER BACKING
92695,HIT & RUN,CARELESS DRIVING
78587,ACCIDENT,CARELESS DRIVING
78588,ACCIDENT,FOLLOWED TOO CLOSELY
78589,ACCIDENT,FAILED TO YIELD ROW
78590,ACCIDENT,DISREGARD STOP SIGN
78591,ACCIDENT,FOLLOWED TOO CLOSELY
78592,HIT & RUN,OTHER
77496,ACCIDENT,IMPROPER TURN
78594,ACCIDENT,CARELESS DRIVING
78595,ACCIDENT,DISREGARD STOP SIGN
78593,ACCIDENT,CARELESS DRIVING
92697,ACCIDENT,FOLLOWED TOO CLOSELY
78596,ACCIDENT,CARELESS DRIVING
78597,HIT & RUN,FOLLOWED TOO CLOSELY
78598,ACCIDENT,FOLLOWED TOO CLOSELY
78599,ACCIDENT,CARELESS DRIVING
78601,ACCIDENT,LANE VIOLATION
92698,ACCIDENT,FOLLOWED TOO CLOSELY
78602,ACCIDENT,FAILED TO STOP AT SIGNAL
78603,ACCIDENT,FAILED TO YIELD ROW
78604,HIT & RUN,IMPROPER TURN
78605,ACCIDENT,EXCEED SAFE/POSTED SPEED
78686,ACCIDENT,FOLLOWED TOO CLOSELY
78687,ACCIDENT,FOLLOWED TOO CLOSELY
78688,ACCIDENT,FOLLOWED TOO CLOSELY
79213,HIT & RUN,IMPROPER BACKING
78689,ACCIDENT,LANE VIOLATION
78690,ACCIDENT,LANE VIOLATION
78691,HIT & RUN,CARELESS DRIVING
78692,ACCIDENT,CARELESS DRIVING
78693,ACCIDENT,LANE VIOLATION
78694,SBI,CARELESS DRIVING
92716,HIT & RUN,CARELESS DRIVING
78695,ACCIDENT,LANE VIOLATION
78696,ACCIDENT,CARELESS DRIVING
78697,ACCIDENT,FAILED TO YIELD ROW
78698,HIT & RUN,CARELESS DRIVING
78699,ACCIDENT,  
79449,HIT & RUN,IMPROPER TURN
92787,ACCIDENT,CARELESS DRIVING
78700,ACCIDENT,FAILED TO YIELD ROW
78701,DUI/DUID,CARELESS DRIVING
79246,HIT & RUN,CARELESS DRIVING
78702,ACCIDENT,DISREGARD STOP SIGN
78703,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
78704,ACCIDENT,OTHER
92788,ACCIDENT,FOLLOWED TOO CLOSELY
78705,ACCIDENT,DISREGARD STOP SIGN
78706,ACCIDENT,CARELESS DRIVING
78707,ACCIDENT,FOLLOWED TOO CLOSELY
78708,ACCIDENT,FOLLOWED TOO CLOSELY
92789,ACCIDENT,FOLLOWED TOO CLOSELY
78709,ACCIDENT,OTHER
78710,HIT & RUN,RECKLESS DRIVING
78711,ACCIDENT,FOLLOWED TOO CLOSELY
78793,ACCIDENT,LANE VIOLATION
78794,ACCIDENT,FAILED TO YIELD ROW
78797,HIT & RUN,  
78798,ACCIDENT,SIGNALING VIOLATION
78796,ACCIDENT,FAILED TO YIELD ROW
92805,HIT & RUN,  
79661,HIT & RUN,IMPROPER BACKING
78801,ACCIDENT,  
78800,ACCIDENT,FOLLOWED TOO CLOSELY
92806,ACCIDENT,CARELESS DRIVING
78802,ACCIDENT,FAILED TO YIELD ROW
78804,HIT & RUN,CARELESS DRIVING
94906,ACCIDENT,FOLLOWED TOO CLOSELY
78805,DUI/DUID,CARELESS DRIVING
78813,HIT & RUN,IMPROPER BACKING
78806,ACCIDENT,FOLLOWED TOO CLOSELY
78807,ACCIDENT,OTHER
92807,HIT & RUN,  
78808,HIT & RUN,CARELESS DRIVING
78906,HIT & RUN,CARELESS DRIVING
78810,ACCIDENT,OTHER
78809,ACCIDENT,IMPROPER BACKING
92808,ACCIDENT,OTHER
78812,HIT & RUN,CARELESS DRIVING
78811,HIT & RUN,OTHER
78814,HIT & RUN,CARELESS DRIVING
78815,HIT & RUN,  
92809,ACCIDENT,CARELESS DRIVING
78816,ACCIDENT,OTHER
78817,ACCIDENT,FOLLOWED TOO CLOSELY
78819,HIT & RUN,IMPROPER TURN
78818,ACCIDENT,FAILED TO YIELD ROW
78902,HIT & RUN,CARELESS DRIVING
94907,HIT & RUN,CARELESS DRIVING
78903,ACCIDENT,FAILED TO STOP AT SIGNAL
92889,HIT & RUN,FAILED TO STOP AT SIGNAL
78904,ACCIDENT,CARELESS DRIVING
78905,ACCIDENT,DISREGARD STOP SIGN
78907,ACCIDENT,FAILED TO STOP AT SIGNAL
78908,ACCIDENT,CARELESS DRIVING
78909,ACCIDENT,CARELESS DRIVING
92890,ACCIDENT,DISREGARD STOP SIGN
79341,HIT & RUN,OTHER
78910,ACCIDENT,LANE VIOLATION
78911,ACCIDENT,CARELESS DRIVING
78912,ACCIDENT,FAILED TO YIELD ROW
91389,SBI,CARELESS DRIVING
78913,ACCIDENT,CARELESS DRIVING
78914,ACCIDENT,OTHER
92891,ACCIDENT,CARELESS DRIVING
78915,ACCIDENT,FOLLOWED TOO CLOSELY
78916,ACCIDENT,RECKLESS DRIVING
78917,ACCIDENT,FAILED TO YIELD ROW
78918,ACCIDENT,FOLLOWED TOO CLOSELY
92892,HIT & RUN,CARELESS DRIVING
78919,ACCIDENT,CARELESS DRIVING
78920,ACCIDENT,CARELESS DRIVING
78921,ACCIDENT,FAILED TO YIELD ROW
78922,ACCIDENT,DISREGARD STOP SIGN
78923,HIT & RUN,CARELESS DRIVING
92893,ACCIDENT,FAILED TO YIELD ROW
78924,HIT & RUN,FOLLOWED TOO CLOSELY
78925,ACCIDENT,FOLLOWED TOO CLOSELY
78926,ACCIDENT,IMPROPER TURN
79028,HIT & RUN,  
78927,ACCIDENT,  
78928,ACCIDENT,OTHER
79011,ACCIDENT,FOLLOWED TOO CLOSELY
80865,HIT & RUN,CARELESS DRIVING
79020,POLICE,  
79012,ACCIDENT,FAILED TO YIELD ROW
92981,ACCIDENT,FOLLOWED TOO CLOSELY
79013,ACCIDENT,FAILED TO YIELD ROW
79014,ACCIDENT,CARELESS DRIVING
79023,HIT & RUN,  
79017,ACCIDENT,OTHER
79015,ACCIDENT,LANE VIOLATION
79016,ACCIDENT,FAILED TO YIELD ROW
92982,ACCIDENT,FAILED TO YIELD ROW
79025,HIT & RUN,CARELESS DRIVING
79018,ACCIDENT,OTHER
79019,HIT & RUN,CARELESS DRIVING
79021,ACCIDENT,LANE VIOLATION
92983,ACCIDENT,FOLLOWED TOO CLOSELY
79022,ACCIDENT,LANE VIOLATION
79024,HIT & RUN,CARELESS DRIVING
79026,DUI/DUID,  
79027,HIT & RUN,FOLLOWED TOO CLOSELY
92984,DUI/DUID,FAILED TO STOP AT SIGNAL
79678,HIT & RUN,  
79030,ACCIDENT,LANE VIOLATION
79031,HIT & RUN,  
94046,HIT & RUN,  
79032,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
79029,POLICE,RECKLESS DRIVING
79033,ACCIDENT,FOLLOWED TOO CLOSELY
79034,HIT & RUN,  
92986,ACCIDENT,CARELESS DRIVING
79035,SBI,CARELESS DRIVING
79036,HIT & RUN,CARELESS DRIVING
79037,HIT & RUN,CARELESS DRIVING
79038,ACCIDENT,OTHER
92987,ACCIDENT,CARELESS DRIVING
79120,ACCIDENT,FOLLOWED TOO CLOSELY
79121,HIT & RUN,IMPROPER BACKING
93075,HIT & RUN,CARELESS DRIVING
79122,ACCIDENT,LANE VIOLATION
93169,HIT & RUN,CARELESS DRIVING
79123,HIT & RUN,IMPROPER BACKING
79124,ACCIDENT,LANE VIOLATION
79125,ACCIDENT,OTHER
79126,ACCIDENT,FAILED TO STOP AT SIGNAL
93076,ACCIDENT,CARELESS DRIVING
79136,HIT & RUN,IMPROPER TURN
79127,ACCIDENT,FAILED TO STOP AT SIGNAL
79129,ACCIDENT,OTHER
79128,ACCIDENT,CARELESS DRIVING
79130,ACCIDENT,CARELESS DRIVING
93077,HIT & RUN,RECKLESS DRIVING
79131,HIT & RUN,CARELESS DRIVING
79132,ACCIDENT,FOLLOWED TOO CLOSELY
79133,ACCIDENT,LANE VIOLATION
79134,ACCIDENT,FAILED TO YIELD ROW
93078,ACCIDENT,OTHER
79135,ACCIDENT,LANE VIOLATION
79137,ACCIDENT,EXCEED SAFE/POSTED SPEED
79138,HIT & RUN,  
79139,ACCIDENT,CARELESS DRIVING
79140,ACCIDENT,FAILED TO YIELD ROW
93079,ACCIDENT,FOLLOWED TOO CLOSELY
79141,ACCIDENT,FAILED TO YIELD ROW
79142,ACCIDENT,FOLLOWED TOO CLOSELY
79143,ACCIDENT,CARELESS DRIVING
79144,ACCIDENT,FAILED TO YIELD ROW
93080,ACCIDENT,FAILED TO STOP AT SIGNAL
79145,ACCIDENT,CARELESS DRIVING
79229,ACCIDENT,FAILED TO YIELD ROW
79231,HIT & RUN,CARELESS DRIVING
79232,HIT & RUN,  
79233,ACCIDENT,CARELESS DRIVING
79230,HIT & RUN,CARELESS DRIVING
79234,ACCIDENT,CARELESS DRIVING
93167,ACCIDENT,  
79235,HIT & RUN,CARELESS DRIVING
79236,HIT & RUN,RECKLESS DRIVING
79237,SBI,CARELESS DRIVING
96157,ACCIDENT,CARELESS DRIVING
93168,HIT & RUN,CARELESS DRIVING
79238,HIT & RUN,RECKLESS DRIVING
79240,ACCIDENT,CARELESS DRIVING
79239,HIT & RUN,CARELESS DRIVING
79241,ACCIDENT,FAILED TO STOP AT SIGNAL
79242,HIT & RUN,CARELESS DRIVING
79243,ACCIDENT,OTHER
79244,ACCIDENT,CARELESS DRIVING
79245,HIT & RUN,LANE VIOLATION
91390,ACCIDENT,CARELESS DRIVING
79247,HIT & RUN,  
79249,ACCIDENT,FAILED TO STOP AT SIGNAL
79248,ACCIDENT,LANE VIOLATION
93170,ACCIDENT,OTHER
79250,ACCIDENT,OTHER
79251,ACCIDENT,FOLLOWED TOO CLOSELY
79254,ACCIDENT,LANE VIOLATION
93171,HIT & RUN,CARELESS DRIVING
79337,ACCIDENT,LANE VIOLATION
79255,ACCIDENT,FOLLOWED TOO CLOSELY
79338,ACCIDENT,OTHER
79339,ACCIDENT,FAILED TO YIELD ROW
79340,ACCIDENT,CARELESS DRIVING
93187,ACCIDENT,FOLLOWED TOO CLOSELY
79343,ACCIDENT,LANE VIOLATION
79342,ACCIDENT,FOLLOWED TOO CLOSELY
79344,HIT & RUN,  
79345,ACCIDENT,CARELESS DRIVING
79346,ACCIDENT,CARELESS DRIVING
93259,ACCIDENT,OTHER
79347,HIT & RUN,DISREGARD STOP SIGN
79348,ACCIDENT,FAILED TO YIELD ROW
79349,ACCIDENT,FOLLOWED TOO CLOSELY
79350,ACCIDENT,CARELESS DRIVING
79351,ACCIDENT,FAILED TO YIELD ROW
79355,HIT & RUN,LANE VIOLATION
93260,HIT & RUN,CARELESS DRIVING
79352,ACCIDENT,CARELESS DRIVING
79353,ACCIDENT,FAILED TO STOP AT SIGNAL
79354,ACCIDENT,CARELESS DRIVING
79356,ACCIDENT,FOLLOWED TOO CLOSELY
93261,ACCIDENT,LANE VIOLATION
79357,ACCIDENT,FAILED TO STOP AT SIGNAL
79358,ACCIDENT,FOLLOWED TOO CLOSELY
79359,HIT & RUN,CARELESS DRIVING
79360,ACCIDENT,CARELESS DRIVING
79361,ACCIDENT,FAILED TO YIELD ROW
93262,ACCIDENT,CARELESS DRIVING
79362,ACCIDENT,FOLLOWED TOO CLOSELY
79363,ACCIDENT,FOLLOWED TOO CLOSELY
79445,ACCIDENT,CARELESS DRIVING
79563,HIT & RUN,  
78395,HIT & RUN,CARELESS DRIVING
79446,ACCIDENT,FOLLOWED TOO CLOSELY
80615,ACCIDENT,CARELESS DRIVING
79447,ACCIDENT,FOLLOWED TOO CLOSELY
79448,HIT & RUN,FAILED TO STOP AT SIGNAL
93279,HIT & RUN,CARELESS DRIVING
79450,ACCIDENT,CARELESS DRIVING
79451,ACCIDENT,LANE VIOLATION
79452,HIT & RUN,FOLLOWED TOO CLOSELY
79454,HIT & RUN,RECKLESS DRIVING
93280,ACCIDENT,LANE VIOLATION
79453,ACCIDENT,IMPROPER TURN
79456,HIT & RUN,FOLLOWED TOO CLOSELY
79457,SBI,FAILED TO YIELD ROW
79458,HIT & RUN,LANE VIOLATION
79459,ACCIDENT,LANE VIOLATION
93281,HIT & RUN,LANE VIOLATION
79460,ACCIDENT,IMPROPER BACKING
79461,ACCIDENT,FOLLOWED TOO CLOSELY
79462,ACCIDENT,FOLLOWED TOO CLOSELY
79463,HIT & RUN,RECKLESS DRIVING
79464,ACCIDENT,FOLLOWED TOO CLOSELY
79465,ACCIDENT,CARELESS DRIVING
91866,HIT & RUN,FAILED TO YIELD ROW
79466,ACCIDENT,IMPROPER TURN
79467,ACCIDENT,LANE VIOLATION
79468,DUI/DUID,CARELESS DRIVING
79469,DUI/DUID,  
94908,ACCIDENT,IMPROPER TURN
91867,ACCIDENT,FOLLOWED TOO CLOSELY
79470,HIT & RUN,FAILED TO YIELD ROW
79471,ACCIDENT,FOLLOWED TOO CLOSELY
79553,HIT & RUN,CARELESS DRIVING
79554,ACCIDENT,FAILED TO YIELD ROW
79555,ACCIDENT,IMPROPER BACKING
79556,ACCIDENT,FOLLOWED TOO CLOSELY
91884,ACCIDENT,FOLLOWED TOO CLOSELY
79557,ACCIDENT,FOLLOWED TOO CLOSELY
79558,ACCIDENT,CARELESS DRIVING
79559,ACCIDENT,FOLLOWED TOO CLOSELY
79560,HIT & RUN,FOLLOWED TOO CLOSELY
91885,ACCIDENT,CARELESS DRIVING
79562,ACCIDENT,DISREGARD STOP SIGN
79561,ACCIDENT,OTHER
79564,ACCIDENT,OTHER IMPROPER TURNS
79565,ACCIDENT,FOLLOWED TOO CLOSELY
79566,ACCIDENT,FOLLOWED TOO CLOSELY
91886,ACCIDENT,FOLLOWED TOO CLOSELY
79567,ACCIDENT,FOLLOWED TOO CLOSELY
79568,ACCIDENT,FOLLOWED TOO CLOSELY
79570,ACCIDENT,OTHER
79569,HIT & RUN,  
79571,ACCIDENT,CARELESS DRIVING
91887,ACCIDENT,FAILED TO YIELD ROW
91888,HIT & RUN,CARELESS DRIVING
79572,HIT & RUN,OTHER
79573,ACCIDENT,FAILED TO STOP AT SIGNAL
94909,ACCIDENT,FOLLOWED TOO CLOSELY
79574,HIT & RUN,  
79575,ACCIDENT,FOLLOWED TOO CLOSELY
79576,ACCIDENT,OTHER
91392,HIT & RUN,CARELESS DRIVING
79577,ACCIDENT,FAILED TO STOP AT SIGNAL
79578,ACCIDENT,RECKLESS DRIVING
79579,ACCIDENT,FAILED TO YIELD ROW
79662,ACCIDENT,FOLLOWED TOO CLOSELY
79663,ACCIDENT,CARELESS DRIVING
91976,ACCIDENT,FOLLOWED TOO CLOSELY
79664,HIT & RUN,CARELESS DRIVING
94910,ACCIDENT,FAILED TO YIELD ROW
79665,ACCIDENT,FOLLOWED TOO CLOSELY
79671,HIT & RUN,IMPROPER BACKING
79666,ACCIDENT,OTHER
79667,HIT & RUN,FOLLOWED TOO CLOSELY
91977,ACCIDENT,FOLLOWED TOO CLOSELY
79668,ACCIDENT,CARELESS DRIVING
79669,ACCIDENT,FOLLOWED TOO CLOSELY
79670,ACCIDENT,DISREGARD STOP SIGN
79672,ACCIDENT,FOLLOWED TOO CLOSELY
91978,ACCIDENT,FAILED TO YIELD ROW
79673,ACCIDENT,OTHER
79674,ACCIDENT,FAILED TO YIELD ROW
79675,ACCIDENT,OTHER
91979,HIT & RUN,  
79676,ACCIDENT,FAILED TO YIELD ROW
79677,ACCIDENT,FOLLOWED TOO CLOSELY
79679,ACCIDENT,FOLLOWED TOO CLOSELY
79680,ACCIDENT,FAILED TO YIELD ROW
79687,HIT & RUN,CARELESS DRIVING
79683,ACCIDENT,  
80012,HIT & RUN,LANE VIOLATION
91980,ACCIDENT,LANE VIOLATION
79685,HIT & RUN,CARELESS DRIVING
79684,ACCIDENT,  
79686,ACCIDENT,FOLLOWED TOO CLOSELY
79688,ACCIDENT,CARELESS DRIVING
94911,ACCIDENT,FAILED TO YIELD ROW
79889,HIT & RUN,IMPROPER BACKING
79769,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
79770,ACCIDENT,FAILED TO YIELD ROW
92067,HIT & RUN,IMPROPER BACKING
79771,HIT & RUN,CARELESS DRIVING
79772,HIT & RUN,CARELESS DRIVING
79774,ACCIDENT,FOLLOWED TOO CLOSELY
92068,ACCIDENT,FAILED TO YIELD ROW
79776,ACCIDENT,FOLLOWED TOO CLOSELY
79778,ACCIDENT,LANE VIOLATION
79780,ACCIDENT,FOLLOWED TOO CLOSELY
79781,ACCIDENT,FOLLOWED TOO CLOSELY
92069,ACCIDENT,FOLLOWED TOO CLOSELY
79782,ACCIDENT,CARELESS DRIVING
79783,ACCIDENT,CARELESS DRIVING
79784,ACCIDENT,FOLLOWED TOO CLOSELY
79785,ACCIDENT,OTHER
79786,ACCIDENT,FOLLOWED TOO CLOSELY
92070,ACCIDENT,FOLLOWED TOO CLOSELY
79787,ACCIDENT,DISREGARD STOP SIGN
79789,ACCIDENT,FAILED TO YIELD ROW
79790,ACCIDENT,OTHER
79791,ACCIDENT,FAILED TO YIELD ROW
79792,ACCIDENT,TURNED FROM WRONG LANE OR POSITION
92071,ACCIDENT,  
79894,HIT & RUN,  
79794,ACCIDENT,LANE VIOLATION
79793,ACCIDENT,OTHER
79795,ACCIDENT,CARELESS DRIVING
79877,ACCIDENT,FAILED TO YIELD ROW
94912,HIT & RUN,FAILED TO YIELD ROW
92157,ACCIDENT,FAILED TO YIELD ROW
79880,ACCIDENT,FOLLOWED TOO CLOSELY
79879,ACCIDENT,FOLLOWED TOO CLOSELY
79881,ACCIDENT,FAILED TO STOP AT SIGNAL
79882,ACCIDENT,FOLLOWED TOO CLOSELY
79883,ACCIDENT,CARELESS DRIVING
92158,ACCIDENT,CARELESS DRIVING
79884,SBI,CARELESS DRIVING
79885,ACCIDENT,FOLLOWED TOO CLOSELY
79886,ACCIDENT,IMPROPER BACKING
79887,HIT & RUN,OTHER
92159,ACCIDENT,LANE VIOLATION
79888,ACCIDENT,CARELESS DRIVING
79890,ACCIDENT,CARELESS DRIVING
79891,ACCIDENT,FOLLOWED TOO CLOSELY
79892,ACCIDENT,FOLLOWED TOO CLOSELY
92160,HIT & RUN,CARELESS DRIVING
79893,ACCIDENT,FOLLOWED TOO CLOSELY
79895,HIT & RUN,CARELESS DRIVING
79896,ACCIDENT,FAILED TO YIELD ROW
79897,ACCIDENT,CARELESS DRIVING
92161,ACCIDENT,LANE VIOLATION
79898,ACCIDENT,OTHER
79899,HIT & RUN,  
82334,HIT & RUN,  
79900,ACCIDENT,FAILED TO YIELD ROW
79901,HIT & RUN,  
79902,SBI,OTHER
80003,ACCIDENT,IMPROPER BACKING
79903,ACCIDENT,DISREGARD STOP SIGN
92254,HIT & RUN,IMPROPER BACKING
79986,DUI/DUID,CARELESS DRIVING
79987,HIT & RUN,IMPROPER PASSING ON LEFT
79988,ACCIDENT,OTHER
79989,HIT & RUN,CARELESS DRIVING
79990,DUI/DUID,CARELESS DRIVING
92251,SBI,CARELESS DRIVING
79991,HIT & RUN,CARELESS DRIVING
79992,ACCIDENT,IMPROPER BACKING
79993,ACCIDENT,DISREGARD STOP SIGN
79994,ACCIDENT,LANE VIOLATION
79997,ACCIDENT,FOLLOWED TOO CLOSELY
92252,ACCIDENT,IMPROPER BACKING
79995,ACCIDENT,IMPROPER TURN
79996,ACCIDENT,OTHER
79998,ACCIDENT,FOLLOWED TOO CLOSELY
79999,ACCIDENT,FOLLOWED TOO CLOSELY
94915,ACCIDENT,FOLLOWED TOO CLOSELY
92253,ACCIDENT,CARELESS DRIVING
80000,ACCIDENT,FAILED TO YIELD ROW
80002,ACCIDENT,LANE VIOLATION
78504,HIT & RUN,OTHER
80004,ACCIDENT,LANE VIOLATION
80005,HIT & RUN,OTHER
80006,ACCIDENT,LANE VIOLATION
80007,HIT & RUN,OTHER
92255,ACCIDENT,OTHER IMPROPER TURNS
94914,ACCIDENT,OTHER
80010,ACCIDENT,FAILED TO YIELD ROW
80011,ACCIDENT,  
78617,HIT & RUN,CARELESS DRIVING
78390,ACCIDENT,OTHER
78391,ACCIDENT,FOLLOWED TOO CLOSELY
78392,ACCIDENT,FAILED TO YIELD ROW
78393,ACCIDENT,CARELESS DRIVING
92520,ACCIDENT,  
78397,ACCIDENT,IMPROPER BACKING
78394,ACCIDENT,FOLLOWED TOO CLOSELY
78396,HIT & RUN,IMPROPER BACKING
78399,HIT & RUN,OTHER
92521,ACCIDENT,  
92522,HIT & RUN,  
78400,ACCIDENT,FAILED TO YIELD ROW
78401,ACCIDENT,FAILED TO YIELD ROW
92524,HIT & RUN,IMPROPER BACKING
78403,HIT & RUN,DISREGARD STOP SIGN
78404,HIT & RUN,LANE VIOLATION
78405,ACCIDENT,OTHER
78406,ACCIDENT,FAILED TO STOP AT SIGNAL
92523,ACCIDENT,FAILED TO YIELD ROW
78410,ACCIDENT,FOLLOWED TOO CLOSELY
78407,ACCIDENT,FOLLOWED TOO CLOSELY
78408,ACCIDENT,  
78402,HIT & RUN,CARELESS DRIVING
78409,ACCIDENT,OTHER
78411,ACCIDENT,OTHER
78414,ACCIDENT,CARELESS DRIVING
78412,ACCIDENT,OTHER
78413,ACCIDENT,FOLLOWED TOO CLOSELY
91394,ACCIDENT,  
78415,ACCIDENT,FAILED TO YIELD ROW
92525,ACCIDENT,LANE VIOLATION
78416,ACCIDENT,CARELESS DRIVING
78498,ACCIDENT,FOLLOWED TOO CLOSELY
78499,ACCIDENT,FOLLOWED TOO CLOSELY
78501,ACCIDENT,FOLLOWED TOO CLOSELY
78502,ACCIDENT,FAILED TO YIELD ROW
78503,ACCIDENT,CARELESS DRIVING
92610,ACCIDENT,LANE VIOLATION
78505,ACCIDENT,CARELESS DRIVING
78506,ACCIDENT,OTHER
78507,ACCIDENT,FOLLOWED TOO CLOSELY
78508,ACCIDENT,FOLLOWED TOO CLOSELY
92611,ACCIDENT,OTHER IMPROPER TURNS
78509,ACCIDENT,FAILED TO YIELD ROW
78510,ACCIDENT,FAILED TO YIELD ROW
78511,ACCIDENT,FOLLOWED TOO CLOSELY
78513,ACCIDENT,FAILED TO YIELD ROW
78512,ACCIDENT,CARELESS DRIVING
92612,HIT & RUN,OTHER
78514,ACCIDENT,CARELESS DRIVING
78515,ACCIDENT,FAILED TO YIELD ROW
78516,ACCIDENT,CARELESS DRIVING
78518,ACCIDENT,OTHER
92613,HIT & RUN,CARELESS DRIVING
78519,POLICE,CARELESS DRIVING
78520,ACCIDENT,FAILED TO STOP AT SIGNAL
78521,HIT & RUN,  
78522,SBI,CARELESS DRIVING
78523,HIT & RUN,CARELESS DRIVING
78606,ACCIDENT,FAILED TO YIELD ROW
78524,HIT & RUN,CARELESS DRIVING
79476,HIT & RUN,  
78607,DUI/DUID,CARELESS DRIVING
92699,ACCIDENT,FAILED TO YIELD ROW
78608,ACCIDENT,FAILED TO YIELD ROW
78609,ACCIDENT,FAILED TO YIELD ROW
78610,ACCIDENT,CARELESS DRIVING
78611,ACCIDENT,LANE VIOLATION
78612,ACCIDENT,LANE VIOLATION
92700,ACCIDENT,LANE VIOLATION
78613,ACCIDENT,FAILED TO YIELD ROW
78614,ACCIDENT,FAILED TO YIELD ROW
78616,ACCIDENT,FAILED TO YIELD ROW
78618,ACCIDENT,FAILED TO YIELD ROW
94048,ACCIDENT,LANE VIOLATION
92701,ACCIDENT,CARELESS DRIVING
78632,ACCIDENT,CARELESS DRIVING
78619,ACCIDENT,FAILED TO STOP AT SIGNAL
78620,ACCIDENT,IMPROPER BACKING
78621,ACCIDENT,OTHER
78622,ACCIDENT,EXCEED SAFE/POSTED SPEED
92702,HIT & RUN,CARELESS DRIVING
78623,ACCIDENT,FAILED TO YIELD ROW
78626,ACCIDENT,CARELESS DRIVING
78625,ACCIDENT,CARELESS DRIVING
78624,HIT & RUN,OTHER
78627,ACCIDENT,OTHER
92703,ACCIDENT,FOLLOWED TOO CLOSELY
78628,HIT & RUN,CARELESS DRIVING
78630,POLICE,OTHER
78629,ACCIDENT,CARELESS DRIVING
78631,ACCIDENT,FOLLOWED TOO CLOSELY
92704,ACCIDENT,FOLLOWED TOO CLOSELY
